Words	raw	percent	mean_valence	sd_valence	mean_degree	sd_degree	comment_1	comment_2	comment_3	comment_4	comment_5	comment_6	comment_7	comment_8	comment_9	comment_10	comment_11	comment_12	comment_13	comment_14	comment_15	comment_16	comment_17	comment_18	comment_19	comment_20	comment_21	comment_22
Grünflächen in Städten	2	0.44	2	0	3	0	 Verbessern das Mikroklima und das Wohlbefinden. 																					
Gucken	4	0.88	0	0	2.5	0.577350269189626																						
Günstig	4	0.88	1.5	0.577350269189626	1	0	Langfristig verbrauchen Roboter nur Strom und brauchen z.B. kein Gehalt und können so Geld einsparen	Potenziell günstiger als menschliche Rettungseinsätze																				
günstige Arbeitskraft	4	0.88	2.5	0.577350269189626	1.5	0.577350269189626																						
Günstige Arbeitskraft	2	0.44	0	0	2	0																						
Günstiger als Haustiere	1	0.22	2	NA	1	NA																						
günstiger als Menschen	6	1.32	0.6666666666666666	0.516397779494322	2	0.894427190999916	als Arbeitskräfte	mehr Leuten kann geholfen werden																				
Günstiger als Personalkosten	2	0.44	1	0	1	0	Langfristig gesehen können Roboter günstiger sein als Personalkosten, insbesondere im Pflege und Sozialbereich 																					
Günstiger im Unterhalt	2	0.44	1	0	1	0																						
gut anpassbar	2	0.44	1	0	1	0																						
Gute Alternative	1	0.22	2	NA	1	NA	Es muss etwas getan werden. / Klingt an sich sehr schön.																					
Gute Genauigkeit	1	0.22	1	NA	1	NA																						
Gute Skalierbarkeit	2	0.44	3	0	1	0	Wenn ein Roboter gut etabliert ist und funktioniert können weitere Roboter des gleichen Typen angeschafft werden und mit wenig Aufwand eingesetzt werden.																					
Gute Unterstüzung	1	0.22	3	NA	1	NA																						
haben keine Gefühle	2	0.44	1	0	1	0																						
haben keine Moral	2	0.44	-3	0	1	0																						
Hackanfällig	2	0.44	-1	0	1	0																						
Hackbar/Hackerangriff	4	0.88	-1.5	0.577350269189626	1	0	(Angriff von extern)	Hacker könnten die Roboter beeinflussen																				
hackig-anfällig	2	0.44	-3	0	1	0	Angreifer könnten Roboter gezielt außer Kraft setzen																					
Hacking	7	1.54	-1.8571428571428572	1.4638501094228	1.8571428571428572	1.21498579258791	Die Software von Robotern kann schadhaft überschrieben werden	Könnten den Roboter hacken um ihn dann anders zu steuern. Art von Terroranschlag																				
Haftung	2	0.44	-3	0	1	0	Wer haftet bei groben Fehlern in der Pflege?																					
Haftung bei Hardwarefehler	2	0.44	0	0	1	0																						
Haftung bei Softwarefehler	2	0.44	0	0	1	0																						
Haftungsfrage bei Fehlern	2	0.44	-2	0	2	0	Wer haftet bei Fehlern von sozialen Assistenzrobotern?																					
Haftungsfragen	2	0.44	0	0	2	0	Wer haftet bei Schaden?																					
Hahrungs und Wasserversorgung	1	0.22	3	NA	1	NA																						
Haltbarkeit	1	0.22	-1	NA	1	NA																						
Handhabung	2	0.44	-3	0	1.5	0.707106781186548	Bedienung gerade für ältere nicht einfach																					
hang zum ersetzen	2	0.44	-1	0	1	0	Wenn sich Roboter etablieren, können diese ggf. als Ersatz betrachtet werden.																					
Haptik	1	0.22	1	NA	1	NA	Menschen ist Haptik wichtig, der Einsatz von Fell ect. kann zu einer größeren Akzeptanz führen																					
Hardwarefehler	2	0.44	-2	0	2	0																						
Harter Roboter	1	0.22	-1	NA	2	NA																						
Hat begrenzte Fähigkeiten	2	0.44	-2	0	1	0																						
Haustiere	1	0.22	-3	NA	2	NA	Menschen können diese Roboter nutzen, um ihre Haustiere zu ersetzen																					
Haustierersatz	1	0.22	3	NA	1	NA	Softer Roboter ist eine Art Haustier, um das man sich nicht kümmern muss. Aber fast denselben Zweck erfüllt.																					
Helfende Hand	1	0.22	3	NA	2	NA																						
hemmt Arbeitskräftemangel	2	0.44	3	0	2	0																						
Herstellung	1	0.22	-1	NA	2	NA																						
Herstellung verbraucht Ressourcen	2	0.44	-2	0	2	0																						
Hervorrufung von Gefühlen	1	0.22	2	NA	3	NA																						
Hifreich	1	0.22	3	NA	4	NA	Hilfreich bei Autismus oder änlichen Störungen																					
High-Tech	2	0.44	1	0	1	0																						
hilfe	2	0.44	3	0	3	0																						
Hilfe bei Angststörung	2	0.44	1	0	1	0	Personen mit sozialer Angst fühlen sich ggf. wohler mit Assistenzrobotern statt Menschen																					
Hilfe bei Bildung	2	0.44	3	0	1	0																						
Hilfe bei Depressionen	2	0.44	2	0	1	0	Leute mit Depressionen bekommen Hilfe von ihren Robotern um z.B eine Routine oder ähnliches aufzubauen																					
Hilfe bei Schamgefühlen	2	0.44	3	0	1.5	0.707106781186548	Manche Menschen schämen sich für ihre Leiden, ein Roboter würde da helfen.																					
Hilfe beim Lernen	2	0.44	1	0	1	0	für die Kinder, die Bedürfnisse haben																					
Hilfe für Lernbedürftige	2	0.44	2	0	2	1.4142135623731	Falls jemand besonders viel Aufmerksamkeit braucht, kann dies mit so einem Roboter mit leichtigkeit ersetzt werden																					
Hilfe für Menschenscheue	2	0.44	3	0	1.5	0.707106781186548	Falls jemand nicht gut mit Menschen kann, wäre so ein Roboter ideal																					
Hilfe für Verletzte	2	0.44	3	0	4	0																						
Hilfe für Witwen	2	0.44	1	0	1	0	Einsamkeit kann hier stark eingeschränkt werden																					
Hilfe in Katastrophengebieten	1	0.22	3	NA	1	NA																						
Hilflosigkeit bei Ausfällen	1	0.22	-2	NA	1	NA	Technische Probleme könnten für Hilflosigkeit sorgen																					
Hilfreich bei Einsamkeit	2	0.44	2	0	1	0																						
hilft ältere Menschen	2	0.44	3	0	1.5	0.707106781186548																						
Hilft bei Personalmangel	2	0.44	0	0	3	0																						
Hilft gegen Isolation	2	0.44	2	0	1.5	0.707106781186548	super, wenn Ärzte, Familie, Essensläden oder weitere Personen via Bildschirm auf den sozialen Assistenzroboter zugeschaltet werden könnten																					
hilft sozialisolierte Menschen	2	0.44	3	0	1.5	0.707106781186548																						
Hindernisse erkennen	2	0.44	2	0	1	0	Sie können Hindernisse navigieren und lokalisieren																					
Hindernisse erleichtern	2	0.44	1	0	1	0																						
Hoffnung	1	0.22	1	NA	1	NA	Roboter können Opfer Hoffnung geben, dass sie doch gerettet werden, was Auswirkungen auf das Durchhaltevermögen haben könnte																					
Hohe Anschaffungskosten	6	1.32	-1.8333333333333333	0.983192080250175	1	0																						
Hohe Entwicklungskosten	4	0.88	-2	1.15470053837925	1	0																						
hohe Investition	2	0.44	-1	0	1	0																						
hohe Kosten	15	3.3	-1.2666666666666666	1.48644670591441	2.066666666666667	1.48644670591441	Hohe Kosten von neuer Technologie	Roboter kosten Material und Forschung																				
hohe örtliche Flexibilität	2	0.44	3	0	1	0	können überall bereit gehalten werden, menschliche Retter sind nicht immer (sofort) vor Ort																					
Hoher Entwicklungsbedarf	2	0.44	-1	0	1	0																						
hoher Lernaufwand	2	0.44	-1	0	2	0																						
Höhere Arbeitslosenquote	2	0.44	-3	0	1	0																						
Höhere Erfolgschancen	2	0.44	2	0	1	0																						
hohere Kosten	1	0.22	0	NA	1	NA																						
höhere Krankenkosten	2	0.44	-3	0	2	0																						
Höhere Lebensqualität	2	0.44	3	0	3	0																						
Höhere Präzision	1	0.22	2	NA	1	NA																						
höhere Sozialkosten	2	0.44	-3	0	1	0																						
Höhere, unnötige Opferzahlen	2	0.44	-3	0	5.5	0.707106781186548																						
hört unterschiedliche Frequenzen	2	0.44	2	0	1	0																						
human recources	2	0.44	2	0	1	0	Menschen haben mehr Zeit für andere Aufgaben																					
Humanitätsverlust	2	0.44	-1	0	1	0	Beim Einsatz von Robotern kann es zu einem Verlust an Humanität kommen, gerade wenn keine ausreichende Kontrolle des Einsatzes stattfindet																					
Hybrid System	3	0.66	1.6666666666666667	1.15470053837925	2	1.73205080756888	Wo wenn der Zeil erreicht ist und ein Person gefunden ist o.a. kann ein Mensch übernehmen in der Situation	Sowohl ferngesteuert, als auch autonom																				
hybridkonstruktion	1	0.22	0	NA	3	NA																						
Identifikation Opfer	1	0.22	3	NA	1	NA																						
im Krieg verwenden	2	0.44	-1	0	1	0																						
Im Notfall einsetzbar	2	0.44	3	0	1	0	Um Trümmer genauer zu inspizieren																					
Im umstrittenen Territorien	2	0.44	2	0	1	0	Verwendung in Gebieten, in denen die Zuständigkeit zwischen zwei Staatten umstritten ist.																					
immer	2	0.44	3	0	3	0	ohne Arbeitszeit																					
immer noch Maschine	2	0.44	-1	0	1	0	nach wie vor untergeordnet																					
Immer richtig	2	0.44	3	0	2	0																						
immer verfÃ¼gbar/24/7 verfÃ¼gbar 	4	0.88	2.5	0.577350269189626	1.5	0.577350269189626																						
immer verfügbar/24/7 verfügbar	1	0.22	0	NA	2	NA	Tag und Nacht, 24/7																					
immer verfügbar/24/7 verfügbar 	13	2.86	2.230769230769231	0.599144689515278	1.3846153846153846	0.506369683541833	Roboter sind fast immer einsatzbereit, das ist besonders hilfreich für Personen die eine rund um die Uhr Betreuung brauchen.	Roboter benötigt keine Pausen und Ruhezeiten	Roboter sind nicht nur während typischer Arbeitszeiten verfügbar																			
Immer wieder Einsatzbereit	2	0.44	2	0	1	0																						
immun	2	0.44	3	0	3.5	0.707106781186548	ein Roboter ist immun gegen viele Gefahren die für Menschen tödlich wären wie Rauchgase, Chemikalien, Temperaturen																					
in Gefahrenzonen	2	0.44	1	0	4	0																						
in Höhlen	2	0.44	1	0	1	0	Höhlen, für die Menschen nicht groß genug sind. Zur Kontaktaufnahme oder Lieferung von Nahrung, Wasser, Sauerstoff																					
in Therapie	2	0.44	1	0	1	0	Emotionsanerkennung																					
Inakzeptanz bei Seniorenheimbewohnern	2	0.44	-1.5	2.12132034355964	1	0	"Seniorenheimbewohner interagieren nicht
"	Die allermeisten Menschen werden wohl positiv auf Paro reagieren.																				
Individualisierte Behandlungen	2	0.44	2	0	1	0	ohne jahrelang geschulte Vorkenntnis 																					
Individualisierung	2	0.44	3	0	1.5	0.707106781186548	Pflegeoptionen angepasst fuer individuelle Beduerfnisse	Anpassungsfaehigkeit																				
Individualität von Menschen	1	0.22	1	NA	1	NA	"Erlernte Reaktionen von Robotern können je nach Mensch unterschiedliche Reaktionen hervorrufen. Für den einen ist ""körperliche Nähe"" angenehm, für den anderen nicht oder gar triggernd"																					
Individuell	1	0.22	3	NA	1	NA	der Roboter kann individuell gestaltet und nach Bedürfnissen oder Therapieart angepasst werden.																					
individuell anpassbar	1	0.22	2	NA	2	NA																						
Individuelle Anpassbarkeit	2	0.44	1	0	1	0	Roboter könnte man besser auf die individuellen Bedürfnisse der Benutzer anpassen als es bei Hilfskräften möglich wäre																					
Individuelle Betreuung	2	0.44	1	0	2	0																						
individuelle Bildung mgl.	2	0.44	2	0	1	0																						
Individueller Bezug	2	0.44	2	0	1	0	Menschen können mit Assistenzrobotern persönlich auf sie zugeschnittene Hilfe in größerem Maße bekommen als ohne Roboter.																					
Informationsgenerierung	2	0.44	1	0	1	0	Einsatzkräfte können durch die vom Roboter gesammelten Daten ihre eigenen Einsätze effektiver gestalten																					
Informationssicherheit	2	0.44	-1	0	1	0	Je nach Spezifikation der Roboter können Datenverluste die Folge sein und eine Gefahr darstellen																					
Inklusion	2	0.44	1	0	1	0	Ermöglicht es Menschen mit wenig sozialen Kontakt ein Gefühl des Gehörtwerdens zu geben.																					
Innovation	2	0.44	3	0	1	0	Der Einsatz von Robotern fördert Innovation, da verschiedene Anbieter sich stets weiterentwickeln müssen.																					
Innovative Ideen	2	0.44	3	0	1	0	Der Assistenzroboter kann bessere Arten bspw. der Bildung ermöglichen, als bspw. ein älterer Lehrer, der nicht mehr zeitgemäß ist.																					
insgesamt produktiver	2	0.44	3	0	2	0																						
Inspektion	2	0.44	-1	0	1	0																						
Inspiriert von Organismen	1	0.22	3	NA	1	NA																						
Instandhaltungskosten	2	0.44	1	0	1	0																						
instinktlos	2	0.44	-2	0	1	0																						
Integration Autismus Betroffene	2	0.44	2	0	1	0																						
Integration sozial Isolierter	2	0.44	2	0	2	0																						
Integration von Menschen	2	0.44	2	0	5.5	0.707106781186548																						
intelligent	2	0.44	1	0	1	0																						
Intensive schulische Betreuung	2	0.44	2	0	1	0	Lehrer haben oft keine Zeit sich stärker mit Kindern zu beschäftigen, welche mehr Hilfe benötigen																					
Interaktion	1	0.22	0	NA	2	NA																						
Interaktion asozialische Menschen	2	0.44	3	0	2	0																						
Interaktion fördern	2	0.44	3	0	2.5	0.707106781186548	Zurückgezogene oder einsame Menschen könnten davon profitieren, überhaupt Ansprache zu finden oder sie werden sogar animiert, auch mehr mit Menschen zu interagieren																					
Interaktion mit Älteren	4	0.88	0.5	0.577350269189626	1.25	0.5																						
Interaktion mit Bedürftigen	2	0.44	2	0	1	0	sonst durch bspw. Fachkräftemangel nicht ausreichend umsetzbar																					
Interaktion mit Isolierten	6	1.32	2.5	0.547722557505166	1.3333333333333333	0.516397779494322	Menschen, die sich aufgrund z.B. einer sozialen Phobie schwer tuen sich Hilfe zu suchen, hätten so trotzdem Möglichkeiten																					
Interaktion mit Patienten	1	0.22	0	NA	3	NA																						
Interaktion mit Senioren	1	0.22	1	NA	2	NA																						
Interaktion/Kommunikation 	12	2.64	1.0833333333333333	2.02072594216369	1.6666666666666667	0.778498944161523	Menschen sind komplex und sie haben Gefühle. Es ist noch nicht möglich, dass der Roboter menschiche Gefühle versteht.	isolierte Menschen können mit dem Roboter interagieren anstatt alleine zu sein	Können bei Rettungsmissionen unter Umständen mit den zu rettenden Personen kommunizeren und hilfreich sein.	Ein Roboter kann unter Umständen neutraler reagieren als ein Mensch, ruhiger oder neutraler reagieren. Insebsondere bei Beleidigungen.																		
Interaktionen mit Personen	2	0.44	2	0	1.5	0.707106781186548	Personen die Isoliert sind oder wenig Sozial vernetzt sind.																					
Interaktive Lehrveranstalltungen	2	0.44	2	0	2	0																						
ınteressannter für Kinder	1	0.22	3	NA	2	NA																						
internet abhaengig	2	0.44	-2	0	1	0																						
Intuition fehlt	2	0.44	-2	0	1	0	sämtliche Fähigkeiten sind programmiert und beruhen damit auf einer Datenbank. Menschliche Intuition etc. sind nicht möglich																					
intuitive Benutzbarkeit	1	0.22	2	NA	1	NA																						
Irritation durch Aussehen	1	0.22	-1	NA	2	NA																						
Isolation	2	0.44	-1	0	2	0																						
Isolation von Gesellschaft	2	0.44	-3	0	1	0																						
Isolationsrisiko	2	0.44	-3	0	2	0																						
Isoliertere Personen	2	0.44	3	0	3	0																						
Ist immer verfügbar	2	0.44	2	0	1	0																						
ist klein	2	0.44	2	0	3	0																						
Jederzeit einsetzbar	2	0.44	1	0	1	0	Unabhängig von Uhrzeit/ Unabhängig von Arbeitszeiten menschlicher Arbeitskraft	Zeitlich unabhängig einsetzbar																				
Jobmarkt	2	0.44	0	0	2	0																						
Jobverlust	6	1.32	-2.6666666666666665	0.516397779494322	2	0.894427190999916	Jobs werden durch die billigeren Roboter ersetzt und dadurch verlieren viele Menschen ihren Job	Besonders im Pflege und Sozialbereich können Jobs wegfallen, von Fachkräften aber auch hauptsächlich von ungelernten Kräften.																				
